,name,artist,dancibility,energy,key,loudness,speechiness,instrumentalness,liveness,valence,tempo,prediction,rating,userid,target
364,Heartbreak Anniversary,Giveon,0.449,0.465,0,-8.964,0.0791,1.02E-06,0.303,0.543,89.087,Row(prediction=5),9.998122103,7,0
365,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,0.728,0.783,11,-4.424,0.266,0,0.434,0.555,77.011,Row(prediction=2),4.565296499,7,0
366,SLOW DANCING IN THE DARK,Joji,0.515,0.479,3,-7.458,0.0261,0.00598,0.191,0.284,88.964,Row(prediction=7),9.998122103,7,0
367,Je te laisserai des mots,Patrick Watson,0.303,0.187,2,-16.757,0.0356,0.489,0.101,0.213,132.731,Row(prediction=7),0.1873872821,7,0
368,edamame (feat. Rich Brian),bbno$,0.815,0.848,4,-4.704,0.115,0.000162,0.0265,0.684,106.032,Row(prediction=3),5.620694832,7,0
369,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,0.477,0.727,2,-4.053,0.286,0,0.108,0.227,150.062,Row(prediction=1),0.6264156295,7,0
370,STAY (with Justin Bieber),The Kid LAROI,0.591,0.764,1,-5.484,0.0483,0,0.103,0.478,169.928,Row(prediction=5),5.620694832,7,0
371,Dynamite,BTS,0.746,0.765,6,-4.41,0.0993,0,0.0936,0.737,114.044,Row(prediction=3),5.620694832,7,0
372,Juicy - 2005 Remaster,The Notorious B.I.G.,0.889,0.818,9,-4.639,0.253,0,0.179,0.782,96.063,Row(prediction=2),4.942591249,7,0
373,Easy On Me,Adele,0.604,0.366,5,-7.519,0.0282,0,0.133,0.13,141.981,Row(prediction=6),4.225637607,7,0
374,Falling,Harry Styles,0.567,0.267,4,-6.502,0.0299,1.46E-06,0.089,0.0592,110.011,Row(prediction=7),9.998122103,7,0
375,After Dark,Mr.Kitty,0.585,0.595,8,-10.444,0.0328,0.266,0.0837,0.039,140.037,Row(prediction=6),8.899590206,7,0
376,Have Yourself A Merry Little Christmas,Judy Garland,0.156,0.184,6,-14.82,0.0393,0.00458,0.26,0.107,180.887,Row(prediction=6),4.225637607,7,0
377,Santa Claus Is Coming To Town,The Jackson 5,0.692,0.762,0,-4.867,0.0342,1.27E-05,0.181,0.961,146.673,Row(prediction=3),5.620694832,7,0
378,goosebumps,Travis Scott,0.841,0.728,7,-3.37,0.0484,0,0.149,0.43,130.049,Row(prediction=4),8.899590206,7,0
379,Face Off,Tech N9ne,0.693,0.935,8,-4.323,0.224,0,0.179,0.391,80.882,Row(prediction=2),4.942591249,7,0
380,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,0.717,0.671,0,-5.077,0.0337,2.54E-06,0.0921,0.699,110.054,Row(prediction=5),5.620694832,7,0
381,Blue Christmas,Elvis Presley,0.465,0.27,4,-16.661,0.0425,0.00104,0.145,0.58,94.518,Row(prediction=7),4.225637607,7,0
382,everything i wanted,Billie Eilish,0.704,0.225,6,-14.454,0.0994,0.657,0.106,0.243,120.006,Row(prediction=6),0.1873872821,7,0
383,Go Crazy,Chris Brown,0.755,0.578,0,-8.932,0.145,0,0.25,0.581,94.148,Row(prediction=5),5.620694832,7,0
384,Can I Get It,Adele,0.703,0.68,9,-6.118,0.0431,0,0.178,0.536,97.985,Row(prediction=2),8.899590206,7,0
385,Falling,Trevor Daniel,0.785,0.431,10,-8.756,0.0364,0,0.0887,0.236,127.085,Row(prediction=6),8.899590206,7,0
386,Juliet,Cavetown,0.546,0.586,6,-8.488,0.0313,0.00114,0.0562,0.364,131.778,Row(prediction=4),8.899590206,7,0
387,Bad Habits,Ed Sheeran,0.807,0.893,11,-3.745,0.0347,2.79E-05,0.366,0.537,126.011,Row(prediction=2),4.565296499,7,0
388,After Last Night (with Thundercat & Bootsy Collins),Bruno Mars,0.651,0.703,0,-8.958,0.0816,0,0.0608,0.647,140.051,Row(prediction=5),5.620694832,7,0
389,It's Beginning to Look a Lot like Christmas,Michael Bublé,0.339,0.214,4,-11.714,0.0375,7.47E-06,0.341,0.363,94.775,Row(prediction=7),4.225637607,7,0
390,For the First Time,Mac DeMarco,0.551,0.529,5,-10.469,0.0517,0.0093,0.178,0.521,75.515,Row(prediction=7),4.225637607,7,0
391,Chosen (feat. Ty Dolla $ign),Blxst,0.571,0.767,2,-5.16,0.287,0,0.0809,0.605,93.421,Row(prediction=5),4.942591249,7,0
392,Buy Dirt,Jordan Davis,0.586,0.559,4,-6.725,0.05,0,0.0872,0.437,177.945,Row(prediction=4),8.899590206,7,0
393,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,0.792,0.511,2,-6.876,0.0409,9.04E-05,0.14,0.111,113.983,Row(prediction=7),9.998122103,7,0
394,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,0.739,0.74,5,-5.86,0.333,0,0.161,0.488,75.575,Row(prediction=2),4.942591249,7,0
395,Don't,Bryson Tiller,0.765,0.356,11,-5.556,0.195,0,0.0963,0.189,96.991,Row(prediction=6),8.899590206,7,0
396,Die For You,The Weeknd,0.582,0.525,1,-7.163,0.0627,0,0.134,0.51,133.249,Row(prediction=5),5.620694832,7,0
397,Already Dead,Juice WRLD,0.74,0.501,1,-6.339,0.0592,0,0.114,0.119,83.5,Row(prediction=7),9.998122103,7,0
398,Empty,Juice WRLD,0.745,0.561,0,-4.869,0.0807,0,0.133,0.449,77.557,Row(prediction=5),9.998122103,7,0
399,Smokin Out The Window,Bruno Mars,0.627,0.618,2,-8.529,0.0437,0,0.351,0.848,82.03,Row(prediction=5),5.620694832,7,0
400,I Can't Handle Change,Roar,0.247,0.438,5,-8.478,0.0358,0.000867,0.111,0.39,185.711,Row(prediction=4),8.255867218,8,0
401,Wildest Dreams (Taylor's Version),Taylor Swift,0.583,0.67,8,-7.289,0.0646,0.0001,0.126,0.498,140.061,Row(prediction=4),8.255867218,8,0
402,I Saw Mommy Kissing Santa Claus,The Jackson 5,0.583,0.712,3,-8.222,0.0538,1.02E-06,0.817,0.614,128.897,Row(prediction=0),1.740184263,8,0
403,By Your Side,Rod Wave,0.649,0.508,8,-10.232,0.0959,3.59E-05,0.0736,0.405,157.975,Row(prediction=4),8.255867218,8,0
404,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,0.739,0.74,5,-5.86,0.333,0,0.161,0.488,75.575,Row(prediction=2),8.013892651,8,0
405,HUMBLE.,Kendrick Lamar,0.908,0.621,1,-6.638,0.102,5.39E-05,0.0958,0.421,150.011,Row(prediction=1),5.103246191,8,0
406,"jealousy, jealousy",Olivia Rodrigo,0.695,0.575,10,-6.334,0.116,0,0.0614,0.699,163.929,Row(prediction=2),2.72237772,8,0
407,Jugaste y Sufrí,Eslabon Armado,0.39,0.499,7,-7.778,0.0381,0.000497,0.115,0.34,200.156,Row(prediction=4),8.255867218,8,0
408,Stuck with U (with Justin Bieber),Ariana Grande,0.597,0.45,8,-6.658,0.0418,0,0.382,0.537,178.765,Row(prediction=0),8.255867218,8,0
409,"Dear Maria, Count Me In",All Time Low,0.459,0.895,2,-3.126,0.0805,0,0.206,0.572,181.04,Row(prediction=3),5.492151291,8,0
410,m y . l i f e (with 21 Savage & Morray),J. Cole,0.597,0.587,7,-7.026,0.137,0,0.214,0.0753,140.021,Row(prediction=6),2.72237772,8,0
411,Daddy Issues,The Neighbourhood,0.588,0.521,10,-9.461,0.0329,0.149,0.123,0.337,85.012,Row(prediction=6),8.255867218,8,0
412,justified,Kacey Musgraves,0.669,0.552,0,-7.98,0.0587,0.000874,0.321,0.488,100.102,Row(prediction=5),5.103246191,8,0
413,Cold Heart - PNAU Remix,Elton John,0.796,0.798,1,-6.312,0.0317,4.19E-05,0.0952,0.942,116.032,Row(prediction=3),5.103246191,8,0
414,Ms. Jackson,Outkast,0.843,0.806,4,-5.946,0.269,0,0.0771,0.613,94.948,Row(prediction=3),8.013892651,8,0
415,Happier Than Ever,Billie Eilish,0.332,0.225,0,-8.697,0.0348,0.00349,0.128,0.297,81.055,Row(prediction=7),5.103246191,8,0
416,GO (feat. Juice WRLD),The Kid LAROI,0.487,0.74,6,-4.973,0.0944,0,0.612,0.522,73.779,Row(prediction=0),1.740184263,8,0
417,Bubbly (with Drake & Travis Scott),Young Thug,0.91,0.585,11,-7.572,0.257,0,0.127,0.599,129.011,Row(prediction=2),2.72237772,8,0
418,Chanel,Frank Ocean,0.776,0.503,0,-5.732,0.237,0,0.112,0.473,110.134,Row(prediction=5),4.85315885,8,0
419,Electric Feel,MGMT,0.763,0.803,1,-3.713,0.0351,0.285,0.348,0.561,103.04,Row(prediction=5),5.492151291,8,0
420,Gives You Hell,The All-American Rejects,0.718,0.691,4,-6.44,0.0387,0,0.0627,0.552,100.008,Row(prediction=5),5.492151291,8,0
421,A Holly Jolly Christmas - Single Version,Burl Ives,0.683,0.375,0,-13.056,0.0303,0,0.076,0.888,140.467,Row(prediction=5),0.9657195033,8,0
422,Ramen & OJ,Joyner Lucas,0.597,0.571,1,-6.205,0.293,0,0.093,0.165,106.196,Row(prediction=1),4.85315885,8,0
423,Chasin' You,Morgan Wallen,0.631,0.591,7,-5.785,0.0277,0,0.11,0.489,97.074,Row(prediction=2),8.255867218,8,0
424,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,0.736,0.704,3,-7.409,0.0615,0,0.0501,0.894,149.995,Row(prediction=3),5.103246191,8,0
425,Freaks,Surf Curse,0.345,0.941,9,-9.918,0.0466,0.633,0.0511,0.407,179.626,Row(prediction=4),5.492151291,8,0
426,Heat Waves,Glass Animals,0.761,0.525,11,-6.9,0.0944,6.7E-06,0.0921,0.531,80.87,Row(prediction=2),8.255867218,8,0
427,Fair Trade (with Travis Scott),Drake,0.666,0.465,1,-8.545,0.26,0,0.215,0.292,167.937,Row(prediction=1),4.85315885,8,0
428,Come Back...Be Here (Taylor's Version),Taylor Swift,0.46,0.632,4,-6.031,0.0302,0,0.0822,0.399,79.846,Row(prediction=7),5.492151291,8,0
429,"Gravity (feat. Tyler, The Creator)",Brent Faiyaz,0.539,0.615,1,-8.746,0.252,0.0056,0.144,0.493,163.924,Row(prediction=1),4.85315885,8,0
430,I Wonder,Kanye West,0.542,0.466,0,-8.665,0.0831,0.000445,0.125,0.124,191.385,Row(prediction=1),4.85315885,8,0
431,Moth To A Flame (with The Weeknd),Swedish House Mafia,0.542,0.659,8,-7.289,0.0389,0,0.105,0.109,120.122,Row(prediction=6),8.255867218,8,0
432,Just for me,PinkPantheress,0.778,0.628,0,-7.844,0.0618,0.00193,0.299,0.698,133.048,Row(prediction=5),5.103246191,8,0
433,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,0.717,0.671,0,-5.077,0.0337,2.54E-06,0.0921,0.699,110.054,Row(prediction=5),5.103246191,8,0
434,Fancy Like,Walker Hayes,0.649,0.76,1,-6.487,0.0574,0,0.317,0.843,80.018,Row(prediction=5),5.103246191,8,0
435,Wants and Needs (feat. Lil Baby),Drake,0.578,0.449,1,-6.349,0.286,2.17E-06,0.119,0.1,136.006,Row(prediction=1),4.85315885,8,0
436,Can I Get It,Adele,0.703,0.68,9,-6.118,0.0431,0,0.178,0.536,97.985,Row(prediction=2),8.255867218,8,0
437,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,0.823,0.586,6,-6.606,0.2,0,0.193,0.347,125.971,Row(prediction=4),2.72237772,8,0
438,Feliz Navidad,José Feliciano,0.513,0.831,2,-9.004,0.0383,0,0.336,0.963,148.837,Row(prediction=3),5.103246191,8,0
439,Flex (feat. Juice WRLD),Polo G,0.752,0.673,10,-5.792,0.153,0,0.133,0.35,164.009,Row(prediction=4),2.72237772,8,0
440,Strangers By Nature,Adele,0.387,0.253,5,-8.901,0.0336,0.000159,0.0848,0.134,68.004,Row(prediction=7),8.255867218,8,0
441,Mood (feat. iann dior),24kGoldn,0.701,0.716,7,-3.671,0.0361,0,0.324,0.732,91.007,Row(prediction=2),5.492151291,8,0
442,Chasing After You (with Maren Morris),Ryan Hurd,0.596,0.679,4,-6.395,0.0394,0,0.116,0.479,131.912,Row(prediction=4),5.492151291,8,0
443,family ties (with Kendrick Lamar),Baby Keem,0.711,0.611,1,-5.453,0.329,0,0.231,0.144,134.14,Row(prediction=1),4.85315885,8,0
444,Sweater Weather,The Neighbourhood,0.612,0.807,10,-2.81,0.0336,0.0177,0.101,0.398,124.053,Row(prediction=2),8.255867218,8,0
445,Best Friend (feat. Doja Cat),Saweetie,0.84,0.766,4,-4.12,0.136,3.61E-06,0.0684,0.402,94.018,Row(prediction=5),5.492151291,8,0
446,Fortunate Son,Creedence Clearwater Revival,0.64,0.663,0,-7.516,0.0374,0.00806,0.152,0.663,132.77,Row(prediction=5),5.103246191,8,0
447,edamame (feat. Rich Brian),bbno$,0.815,0.848,4,-4.704,0.115,0.000162,0.0265,0.684,106.032,Row(prediction=3),5.492151291,8,0
448,Mood (feat. iann dior),24kGoldn,0.701,0.716,7,-3.671,0.0361,0,0.324,0.732,91.007,Row(prediction=2),5.492151291,8,0
449,Astronaut In The Ocean,Masked Wolf,0.778,0.695,4,-6.865,0.0913,0,0.15,0.472,149.996,Row(prediction=4),5.492151291,8,0
450,Jail,Kanye West,0.458,0.571,4,-6.739,0.0949,0.000305,0.0846,0.586,110.013,Row(prediction=5),6.28103859,9,0
451,I Drink Wine,Adele,0.437,0.565,10,-5.596,0.0466,0,0.119,0.306,115.389,Row(prediction=6),6.28103859,9,0
452,Goodie Bag,Still Woozy,0.739,0.522,7,-12.304,0.151,0.00124,0.233,0.619,138.263,Row(prediction=6),3.423703732,9,0
453,Rockin' Around The Christmas Tree,Brenda Lee,0.589,0.472,8,-8.749,0.0502,0,0.505,0.898,67.196,Row(prediction=2),9.375197371,9,0
454,Hurricane,Kanye West,0.587,0.561,0,-6.569,0.146,0,0.109,0.351,80.009,Row(prediction=1),4.832468211,9,0
455,Knife Talk (with 21 Savage ft. Project Pat),Drake,0.849,0.424,5,-9.579,0.324,0,0.0834,0.153,145.887,Row(prediction=6),3.423703732,9,0
456,Billie Jean,Michael Jackson,0.92,0.654,11,-3.051,0.0401,0.0158,0.0359,0.847,117.046,Row(prediction=2),6.28103859,9,0
457,Feel Good Inc.,Gorillaz,0.818,0.705,6,-6.679,0.177,0.00233,0.613,0.772,138.559,Row(prediction=0),9.375197371,9,0
458,Cold Heart - PNAU Remix,Elton John,0.796,0.798,1,-6.312,0.0317,4.19E-05,0.0952,0.942,116.032,Row(prediction=3),9.375197371,9,0
459,Gold Digger,Kanye West,0.629,0.696,1,-5.572,0.348,0,0.0554,0.623,93.034,Row(prediction=5),4.565296499,9,0
460,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,0.728,0.783,11,-4.424,0.266,0,0.434,0.555,77.011,Row(prediction=2),9.375197371,9,0
461,THATS WHAT I WANT,Lil Nas X,0.737,0.846,1,-4.51,0.22,0,0.0486,0.546,87.981,Row(prediction=5),9.375197371,9,0
462,Smokin Out The Window,Bruno Mars,0.627,0.618,2,-8.529,0.0437,0,0.351,0.848,82.03,Row(prediction=5),9.375197371,9,0
463,Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,0.713,0.676,10,-5.483,0.027,0,0.154,0.721,99.048,Row(prediction=2),6.28103859,9,0
464,Best Friend (feat. Doja Cat),Saweetie,0.84,0.766,4,-4.12,0.136,3.61E-06,0.0684,0.402,94.018,Row(prediction=5),9.375197371,9,0
465,I AM WOMAN,Emmy Meli,0.646,0.471,10,-9.247,0.157,0,0.125,0.455,170.084,Row(prediction=4),3.423703732,9,0
466,bad guy,Billie Eilish,0.701,0.425,7,-10.965,0.375,0.13,0.1,0.562,135.128,Row(prediction=6),3.423703732,9,0
467,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,0.724,0.276,7,-12.25,0.0599,0,0.116,0.718,112.874,Row(prediction=6),9.303773298,9,0
468,E-ER (feat. Lil Yachty),DJ Scheme,0.952,0.29,8,-11.459,0.428,0,0.107,0.394,130.083,Row(prediction=6),3.423703732,9,0
469,Champagne Poetry,Drake,0.423,0.667,6,-7.012,0.326,0,0.246,0.496,86.743,Row(prediction=2),9.375197371,9,0
470,Mood (feat. iann dior),24kGoldn,0.701,0.716,7,-3.671,0.0361,0,0.324,0.732,91.007,Row(prediction=2),9.375197371,9,0
471,She Knows (feat. Amber Coffman & Cults),J. Cole,0.766,0.74,1,-10.363,0.0807,0.0784,0.229,0.183,118.008,Row(prediction=1),4.832468211,9,0
472,Santa Claus Is Coming To Town,The Jackson 5,0.692,0.762,0,-4.867,0.0342,1.27E-05,0.181,0.961,146.673,Row(prediction=3),9.375197371,9,0
473,Always Forever,Cults,0.174,0.742,8,-5.93,0.0485,0.281,0.198,0.36,163.378,Row(prediction=4),0.01640236124,9,0
474,Drankin N Smokin,Future,0.752,0.658,0,-6.297,0.342,0,0.0927,0.387,151.951,Row(prediction=1),4.565296499,9,0
475,Have Mercy,Chlöe,0.903,0.535,9,-6.434,0.0742,0,0.345,0.508,130.022,Row(prediction=0),6.28103859,9,0
476,Fancy Like,Walker Hayes,0.649,0.76,1,-6.487,0.0574,0,0.317,0.843,80.018,Row(prediction=5),9.375197371,9,0
477,I Think I'm OKAY (with YUNGBLUD & Travis Barker),Machine Gun Kelly,0.628,0.744,7,-4.718,0.0379,0,0.313,0.277,119.921,Row(prediction=0),6.28103859,9,0
478,Doin' This,Luke Combs,0.593,0.552,1,-5.838,0.028,1.71E-05,0.11,0.39,115,Row(prediction=1),4.832468211,9,0
479,Está Dañada,Ivan Cornejo,0.405,0.565,1,-9.266,0.0372,0.0195,0.107,0.166,159.892,Row(prediction=1),4.832468211,9,0
480,Die For You,The Weeknd,0.582,0.525,1,-7.163,0.0627,0,0.134,0.51,133.249,Row(prediction=5),4.832468211,9,0
481,Holy Ground (Taylor's Version),Taylor Swift,0.622,0.809,9,-5.623,0.0638,0.00218,0.109,0.511,156.894,Row(prediction=4),6.28103859,9,0
482,Moth To A Flame (with The Weeknd),Swedish House Mafia,0.542,0.659,8,-7.289,0.0389,0,0.105,0.109,120.122,Row(prediction=6),6.28103859,9,0
483,enough for you,Olivia Rodrigo,0.638,0.259,7,-10.706,0.0898,0,0.219,0.269,88.485,Row(prediction=6),9.303773298,9,0
484,Dead To Me,Kali Uchis,0.675,0.761,4,-4.469,0.0466,0,0.102,0.428,119.001,Row(prediction=4),6.28103859,9,0
485,All Girls Are The Same,Juice WRLD,0.671,0.529,0,-7.226,0.307,0.000335,0.0856,0.203,161.989,Row(prediction=1),4.565296499,9,0
486,Have Yourself A Merry Little Christmas,Judy Garland,0.156,0.184,6,-14.82,0.0393,0.00458,0.26,0.107,180.887,Row(prediction=6),3.423703732,9,0
487,Enter Sandman (Remastered),Metallica,0.566,0.834,6,-8.412,0.0298,0.008,0.0625,0.621,123.296,Row(prediction=3),6.28103859,9,0
488,I GUESS I'M IN LOVE,Clinton Kane,0.422,0.34,0,-6.577,0.0351,1.77E-05,0.149,0.223,77.213,Row(prediction=7),4.832468211,9,0
489,Enchanted,Taylor Swift,0.455,0.623,8,-3.878,0.0288,0.000424,0.146,0.208,163.893,Row(prediction=4),6.28103859,9,0
490,Heat Waves,Glass Animals,0.761,0.525,11,-6.9,0.0944,6.7E-06,0.0921,0.531,80.87,Row(prediction=2),6.28103859,9,0
491,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,0.739,0.74,5,-5.86,0.333,0,0.161,0.488,75.575,Row(prediction=2),9.375197371,9,0
492,Can I Get It,Adele,0.703,0.68,9,-6.118,0.0431,0,0.178,0.536,97.985,Row(prediction=2),6.28103859,9,0
493,Está Dañada,Ivan Cornejo,0.405,0.565,1,-9.266,0.0372,0.0195,0.107,0.166,159.892,Row(prediction=1),4.832468211,9,0
494,Juliet,Cavetown,0.546,0.586,6,-8.488,0.0313,0.00114,0.0562,0.364,131.778,Row(prediction=4),6.28103859,9,0
495,After Party,Don Toliver,0.629,0.692,5,-8.045,0.0376,0.331,0.603,0.453,162.948,Row(prediction=0),0.1606649064,9,0
496,Ghost,Justin Bieber,0.601,0.741,2,-5.569,0.0478,2.91E-05,0.415,0.441,153.96,Row(prediction=1),4.832468211,9,0
497,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,0.451,0.24,1,-14.014,0.0351,2.45E-06,0.175,0.701,134.009,Row(prediction=5),9.303773298,9,0
498,Grenade,Bruno Mars,0.704,0.558,2,-7.273,0.0542,0,0.107,0.245,110.444,Row(prediction=7),4.832468211,9,0
499,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,0.477,0.727,2,-4.053,0.286,0,0.108,0.227,150.062,Row(prediction=1),4.565296499,9,0
